Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
VPASM6_1_mature	5469312.0	0.0	5469312.0	1.0	5469312.0	0.0	53865.0	0.0	5415447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138734580.0	138734580.0	0.0	931836.0	931836.0	0.0	0.0	5240.0	0.005623307	25.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.984858790282946	0.0	99.01514120971704	0.0	0.0	0.0	0.0	0.0
VPASM6_1_mature_hairpin	5418921.0	0.0	5418921.0	1.0	5418921.0	0.0	21644.0	0.0	5397277.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137868449.0	137868449.0	0.0	435142.0	435142.0	0.0	0.0	25839.0	0.05938062	25.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39941530795521835	0.0	99.60058469204478	0.0	0.0	0.0	0.0	0.0
VSGTX1_1_mature	8504176.0	0.0	8504176.0	1.0	8504176.0	0.0	48760.0	0.0	8455416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212573018.0	212573018.0	0.0	845162.0	845162.0	0.0	0.0	8208.0	0.009711748	24.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5733653677910711	0.0	99.42663463220893	0.0	0.0	0.0	0.0	0.0
VSGTX1_1_mature_hairpin	8459497.0	0.0	8459497.0	1.0	8459497.0	0.0	35730.0	0.0	8423767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211806034.0	211806034.0	0.0	741086.0	741086.0	0.0	0.0	42848.0	0.05781785	25.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4223655378091629	0.0	99.57763446219083	0.0	0.0	0.0	0.0	0.0
VSGTX2_1_mature	10094351.0	0.0	10094351.0	1.0	10094351.0	0.0	35294.0	0.0	10059057.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236421348.0	236421348.0	0.0	611815.0	611815.0	0.0	0.0	4380.0	0.007159027	23.0	23.0	0.0	40.0	40.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3496411012456373	0.0	99.65035889875436	0.0	0.0	0.0	0.0	0.0
VSGTX2_1_mature_hairpin	10061133.0	0.0	10061133.0	1.0	10061133.0	0.0	18724.0	0.0	10042409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235849599.0	235849599.0	0.0	389257.0	389257.0	0.0	0.0	22262.0	0.05719101	23.0	23.0	0.0	40.0	40.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1861023008044919	0.0	99.81389769919551	0.0	0.0	0.0	0.0	0.0
VSGTX3_1_mature	6124891.0	0.0	6124891.0	1.0	6124891.0	0.0	66880.0	0.0	6058011.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153307448.0	153307448.0	0.0	1157031.0	1157031.0	0.0	0.0	7149.0	0.006178746	25.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0919377993828787	0.0	98.90806220061712	0.0	0.0	0.0	0.0	0.0
VSGTX3_1_mature_hairpin	6061257.0	0.0	6061257.0	1.0	6061257.0	0.0	21434.0	0.0	6039823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152212469.0	152212469.0	0.0	433352.0	433352.0	0.0	0.0	23646.0	0.05456534	25.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35362301911963145	0.0	99.64637698088038	0.0	0.0	0.0	0.0	0.0
VSGTX4_1_mature	9102387.0	0.0	9102387.0	1.0	9102387.0	0.0	50252.0	0.0	9052135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221733452.0	221733452.0	0.0	870422.0	870422.0	0.0	0.0	6757.0	0.007762901	24.0	24.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5520749667092819	0.0	99.44792503329072	0.0	0.0	0.0	0.0	0.0
VSGTX4_1_mature_hairpin	9055973.0	0.0	9055973.0	1.0	9055973.0	0.0	30611.0	0.0	9025362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220937875.0	220937875.0	0.0	632137.0	632137.0	0.0	0.0	37962.0	0.06005344	24.0	24.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3380200007221753	0.0	99.66197999927783	0.0	0.0	0.0	0.0	0.0
VSGTX5_1_mature	7082863.0	0.0	7082863.0	1.0	7082863.0	0.0	52309.0	0.0	7030554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182464500.0	182464500.0	0.0	905430.0	905430.0	0.0	0.0	7194.0	0.007945396	25.0	26.0	0.0	40.0	40.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738529038328145	0.0	99.26147096167186	0.0	0.0	0.0	0.0	0.0
VSGTX5_1_mature_hairpin	7034432.0	0.0	7034432.0	1.0	7034432.0	0.0	33427.0	0.0	7001005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181633444.0	181633444.0	0.0	696062.0	696062.0	0.0	0.0	37127.0	0.05333864	25.0	26.0	0.0	40.0	40.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47519117392847077	0.0	99.52480882607153	0.0	0.0	0.0	0.0	0.0
VSGTX6_1_mature	9164251.0	0.0	9164251.0	1.0	9164251.0	0.0	64741.0	0.0	9099510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228520876.0	228520876.0	0.0	1120135.0	1120135.0	0.0	0.0	9786.0	0.008736446	24.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7064516238151923	0.0	99.2935483761848	0.0	0.0	0.0	0.0	0.0
VSGTX6_1_mature_hairpin	9103215.0	0.0	9103215.0	1.0	9103215.0	0.0	25673.0	0.0	9077542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227471620.0	227471620.0	0.0	531587.0	531587.0	0.0	0.0	27232.0	0.05122774	24.0	25.0	0.0	40.0	40.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28202124194584	0.0	99.71797875805416	0.0	0.0	0.0	0.0	0.0
